2.102284e+00 6.525262e-01 2.102798e+00 5.954174e-01
4.052091e+00 1.928355e-01 4.046883e+00 5.458181e-02
1.137503e+00 1.111137e+00 1.137782e+00 1.107735e+00
4.307724e+00 1.254261e-01 4.299413e+00 3.623290e-02
1.683813e+00 1.322137e+00 1.683948e+00 1.302229e+00
1.031459e+00 7.995149e-01 1.031999e+00 7.948251e-01
1.412943e-01 1.515615e+00 1.413131e-01 1.486588e+00
4.774865e+00 1.813948e-01 4.771155e+00 1.082093e-01
1.424136e+00 8.085374e-01 1.424694e+00 7.621922e-01
5.618583e+00 1.229586e+00 5.618511e+00 1.166968e+00
6.142430e+00 5.379664e-01 6.142627e+00 4.745521e-01
3.634276e-01 4.685718e-01 3.642439e-01 3.816534e-01
6.094699e+00 1.075278e+00 6.094743e+00 1.052762e+00
8.540279e-01 3.605469e-01 8.558444e-01 2.240053e-01
5.302965e+00 9.764580e-01 5.302709e+00 8.868519e-01
4.310552e+00 5.502078e-01 4.309547e+00 4.758076e-01
4.704688e+00 5.122338e-01 4.703546e+00 3.818743e-01
5.415486e+00 4.777738e-01 5.414893e+00 4.359195e-01
4.775897e-01 5.040209e-01 4.783822e-01 4.575778e-01
3.327958e+00 7.230274e-02 2.780109e-01 6.127802e-04
5.975591e+00 1.245217e+00 5.975600e+00 1.097668e+00
1.752692e+00 9.398569e-01 1.753063e+00 9.144306e-01
5.767472e+00 4.780161e-02 2.520445e+00 4.335107e-03
3.028524e+00 4.398678e-01 3.028268e+00 4.360741e-01
3.841433e+00 4.130876e-02 3.862559e+00 2.062495e-03
5.297587e+00 1.375788e+00 5.297516e+00 1.357120e+00
5.324530e+00 3.445430e-01 5.323570e+00 3.251659e-01
5.399609e+00 8.446758e-01 5.399338e+00 8.261039e-01
1.941795e+00 3.701966e-01 1.943033e+00 3.059390e-01
1.457592e+00 1.231852e+00 1.457808e+00 1.168338e+00
4.061976e+00 6.107094e-01 4.061097e+00 4.987852e-01
5.443847e+00 4.854007e-01 5.443257e+00 3.898953e-01
5.593149e+00 1.526476e+00 5.593129e+00 1.394101e+00
1.069760e+00 1.108147e+00 1.070052e+00 1.068045e+00
2.967453e+00 7.156471e-01 2.967347e+00 6.679147e-01
3.768943e+00 1.540270e+00 3.768890e+00 1.389270e+00
1.786250e+00 1.136725e+00 1.786482e+00 1.113445e+00
5.429691e-02 2.190749e-01 5.588861e-02 9.570994e-02
5.041318e+00 8.131306e-01 5.040858e+00 7.387209e-01
3.402633e+00 3.021844e-01 3.401577e+00 2.821693e-01
3.804844e+00 1.126964e+00 3.804593e+00 1.039568e+00
4.641569e+00 1.013478e+00 4.641191e+00 9.206619e-01
2.439214e+00 4.829251e-01 2.439623e+00 4.544544e-01
8.833909e-01 3.466867e-01 8.849829e-01 3.003279e-01
4.590723e+00 4.596643e-01 4.589573e+00 4.402402e-01
5.411417e+00 1.408317e+00 5.411364e+00 1.374748e+00
2.319782e+00 2.434639e-01 2.321041e+00 1.751324e-01
3.887640e+00 1.224824e+00 3.887444e+00 1.173208e+00
2.042310e+00 1.283066e-01 2.047315e+00 4.402951e-02
4.464993e+00 8.638880e-01 4.464498e+00 8.366306e-01
3.768050e+00 1.128670e+00 3.767769e+00 9.470541e-01
